,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
2675,Sarasota,941,123,no,yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,2,0,4869,Voicemail only
2676,Sarasota,941,123,no,yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,1,0,6247,Voicemail only
2680,Sarasota,941,128,no,no,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,0,0,6778,No plan
2681,Sarasota,941,128,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,2,0,9486,No plan
2683,Sarasota,941,129,no,yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,1,0,5126,Voicemail only
2685,Sarasota,941,130,no,no,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,2,0,5587,No plan
2686,Sarasota,941,130,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,0,0,6175,No plan
2687,Sarasota,941,130,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,1,0,5509,Voicemail only
2691,Sarasota,941,132,no,no,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,1,0,6056,No plan
2692,Sarasota,941,132,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,0,0,9318,No plan
2694,Sarasota,941,133,no,no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,0,0,2906,No plan
2699,Sarasota,941,138,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,5,0,5850,No plan
2701,Sarasota,941,141,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,0,0,4885,No plan
2705,Sarasota,941,142,yes,yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,0,0,2901,International & Voicemail 
2708,Sarasota,941,143,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,1,0,5160,Voicemail only
2710,Sarasota,941,144,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,0,0,7795,International only
2711,Sarasota,941,145,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,2,0,6730,Voicemail only
2714,Sarasota,941,147,no,no,0,248.6,83,42.26,148.9,85,12.66,172.5,109,7.76,3,0,2935,No plan
2717,Sarasota,941,148,yes,no,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,1,0,4234,International only
2719,Sarasota,941,153,no,yes,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,0,0,9384,Voicemail only
2720,Sarasota,941,156,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,1,0,7119,Voicemail only
2722,Sarasota,941,157,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,3,0,7961,No plan
2724,Sarasota,941,159,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,5,0,3460,No plan
2734,Sarasota,941,166,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,3,0,4853,No plan
2735,Sarasota,941,167,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,0,0,5882,No plan
2738,Sarasota,941,172,no,no,0,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,4,0,3632,No plan
2739,Sarasota,941,172,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,1,0,3709,No plan
2746,Sarasota,941,189,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,2,0,3488,No plan
2750,Cape Coral,239,9,no,yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,1,0,1941,Voicemail only
2755,Cape Coral,239,21,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,1,0,6366,No plan
2758,Cape Coral,239,27,no,no,0,201.2,,34.2,227.2,100,19.31,145.8,91,6.56,2,0,6515,No plan
2759,Cape Coral,239,29,yes,yes,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,2,0,3058,International & Voicemail 
2763,Cape Coral,239,35,no,no,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,1,0,4137,No plan
2766,Cape Coral,239,37,no,no,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,3,0,5678,No plan
2769,Cape Coral,239,40,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,0,0,7591,No plan
2770,Cape Coral,239,42,no,no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,0,0,7163,No plan
2771,Cape Coral,239,42,no,no,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,0,0,6801,No plan
2780,Cape Coral,239,52,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,4,0,1798,No plan
2790,Cape Coral,239,57,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,1,0,4691,Voicemail only
2791,Cape Coral,239,58,no,yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,,0,1259,Voicemail only
2792,Cape Coral,239,59,no,no,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,0,0,9836,No plan
2794,Cape Coral,239,60,no,no,0,220.6,57,37.5,211.1,115,17.94,249.0,129,11.21,1,0,5645,No plan
2795,Cape Coral,239,61,no,no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,1,0,8802,No plan
2802,Cape Coral,239,63,no,yes,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,0,0,3545,Voicemail only
2807,Cape Coral,239,66,no,yes,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,2,0,7973,Voicemail only
2813,Cape Coral,239,68,no,no,0,219.6,97,37.33,141.1,,11.99,205.7,101,9.26,2,0,8369,No plan
2815,Cape Coral,239,69,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,3,0,1912,No plan
2820,Cape Coral,239,71,no,no,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,1,0,8051,No plan
2826,Cape Coral,239,73,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,2,0,8309,No plan
2832,Cape Coral,239,75,no,yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,1,0,9509,Voicemail only
2833,Cape Coral,239,75,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,1,0,9765,Voicemail only
2834,Cape Coral,239,75,no,yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,1,0,6989,Voicemail only
2838,Cape Coral,239,76,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,1,0,8575,No plan
2842,Cape Coral,239,79,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,2,0,6578,No plan
2843,Cape Coral,239,79,no,no,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,2,0,5417,No plan
2846,Cape Coral,239,80,no,no,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,1,0,2453,No plan
2847,Cape Coral,239,80,no,no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,1,0,4861,No plan
2848,Cape Coral,239,80,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,3,0,8764,No plan
2850,Cape Coral,239,82,no,no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,0,0,9220,No plan
2855,Cape Coral,239,85,no,no,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,0,0,5889,No plan
2860,Cape Coral,239,86,no,yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,0,0,2616,Voicemail only
2861,Cape Coral,239,87,no,yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,0,0,1410,Voicemail only
2868,Cape Coral,239,89,no,yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,1,0,6219,Voicemail only
2873,Cape Coral,239,90,no,no,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,1,0,4246,No plan
2874,Cape Coral,239,90,no,no,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,1,0,1621,No plan
2877,Cape Coral,239,91,no,yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,1,0,7276,Voicemail only
2881,Cape Coral,239,92,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,2,0,9845,Voicemail only
2882,Cape Coral,239,92,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,0,0,2917,International only
2885,Cape Coral,239,93,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,1,0,7618,No plan
2887,Cape Coral,239,93,no,yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,0,0,1994,Voicemail only
2891,Cape Coral,239,94,no,no,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,1,0,4022,No plan
2902,Cape Coral,239,99,no,no,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,4,0,3954,No plan
2904,Cape Coral,239,100,no,no,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,1,0,3121,No plan
2905,Cape Coral,239,100,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,0,0,3756,Voicemail only
2907,Cape Coral,239,101,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,1,0,5081,No plan
2908,Cape Coral,239,101,no,yes,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,0,0,4768,Voicemail only
2909,Cape Coral,239,101,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,2,0,8761,Voicemail only
2914,Cape Coral,239,103,no,no,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,0,0,9141,No plan
2920,Cape Coral,239,104,no,no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,2,0,2678,No plan
2927,Cape Coral,239,109,no,no,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,1,0,9966,No plan
2929,Cape Coral,239,109,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,4,0,6479,Voicemail only
2932,Cape Coral,239,110,no,no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,3,0,1706,No plan
2936,Cape Coral,239,111,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,4,0,7118,No plan
2937,Cape Coral,239,111,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,3,0,9513,No plan
2939,Cape Coral,239,112,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,0,0,5036,No plan
2946,Cape Coral,239,114,no,no,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,2,0,7542,No plan
2947,Cape Coral,239,115,no,no,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,1,0,7722,No plan
2964,Cape Coral,239,120,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,2,0,8283,No plan
2965,Cape Coral,239,120,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,1,0,9620,Voicemail only
2966,Cape Coral,239,120,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,0,0,6743,Voicemail only
2967,Cape Coral,239,120,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,0,0,3534,Voicemail only
2971,Cape Coral,239,121,no,yes,41,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,1,0,2348,Voicemail only
2976,Cape Coral,239,124,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,1,0,9223,No plan
2977,Cape Coral,239,124,no,no,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,0,0,3349,No plan
2978,Cape Coral,239,125,no,yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,1,0,5059,Voicemail only
2981,Cape Coral,239,126,no,yes,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,0,0,5295,Voicemail only
2982,Cape Coral,239,127,no,no,,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,2,0,2931,No plan
2990,Cape Coral,239,129,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,2,0,6892,Voicemail only
2991,Cape Coral,239,129,yes,no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,1,0,4992,International only
2993,Cape Coral,239,131,no,no,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,3,0,4633,No plan
2994,Cape Coral,239,131,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,2,0,9984,No plan
2997,Cape Coral,239,132,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,0,0,8465,No plan
3002,Cape Coral,239,134,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,0,0,7446,No plan
3005,Cape Coral,239,136,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,1,0,7216,Voicemail only
3007,Cape Coral,239,138,no,no,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,3,0,7521,No plan
3009,Cape Coral,239,139,no,yes,43,231.0,85,39.27,222.3,82,18.9,148.0,105,6.66,2,0,2408,Voicemail only
3011,Cape Coral,239,140,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,3,0,9097,No plan
3015,Cape Coral,239,144,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,2,0,3476,Voicemail only
3020,Cape Coral,239,148,no,no,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,2,0,9643,No plan
3022,Cape Coral,239,149,no,no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,0,0,4323,No plan
3023,Cape Coral,239,149,no,yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,2,0,6659,Voicemail only
3026,Cape Coral,239,152,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,5,0,7077,Voicemail only
3030,Cape Coral,239,158,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,1,0,5569,No plan
3032,Cape Coral,239,160,no,no,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,3,0,3338,No plan
3037,Cape Coral,239,163,no,no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,5,0,8342,No plan
3038,Cape Coral,239,163,no,yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,2,0,8122,Voicemail only
3039,Cape Coral,239,164,no,yes,30,238.8,100,40.6,230.0,121,19.55,206.3,66,9.28,1,0,3051,Voicemail only
3040,Cape Coral,239,166,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,2,0,8433,No plan
3041,Cape Coral,239,166,no,no,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,2,0,4005,No plan
3042,Cape Coral,239,166,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,0,0,9492,No plan
3043,Cape Coral,239,171,no,no,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,1,0,8025,No plan
3047,Cape Coral,239,189,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,3,0,6501,No plan
3049,Cape Coral,239,199,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,0,0,6733,Voicemail only
3054,Tallahassee,850,7,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,3,0,9146,No plan
3056,Tallahassee,850,13,no,yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,3,0,7120,Voicemail only
3058,Tallahassee,850,19,yes,no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,0,0,3910,International only
3060,Tallahassee,850,24,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,0,0,8788,No plan
3061,Tallahassee,850,26,no,no,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3,0,3300,No plan
3064,Tallahassee,850,32,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,0,0,9680,No plan
3065,Tallahassee,850,34,no,no,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,0,0,6814,No plan
3068,Tallahassee,850,37,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,2,0,1513,No plan
3072,Tallahassee,850,43,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,1,0,5767,No plan
3073,Tallahassee,850,44,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,0,0,2014,No plan
3075,Tallahassee,850,46,no,yes,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,1,0,9751,Voicemail only
3076,Tallahassee,850,48,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,3,0,8450,Voicemail only
3077,Tallahassee,850,50,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,1,0,1960,No plan
3081,Tallahassee,850,54,no,no,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,1,0,3351,No plan
3083,Tallahassee,850,54,yes,no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,1,0,3953,International only
3084,Tallahassee,850,54,yes,no,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,3,0,6932,International only
3086,Tallahassee,850,58,no,no,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,2,0,6082,No plan
3087,Tallahassee,850,58,no,no,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,2,0,5050,No plan
3093,Tallahassee,850,61,no,yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,0,0,4094,Voicemail only
3094,Tallahassee,850,61,no,yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,0,0,8848,Voicemail only
3095,Tallahassee,850,64,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,3,0,7791,No plan
3098,Tallahassee,850,65,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,0,0,9138,Voicemail only
3100,Tallahassee,850,65,no,yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,2,0,5612,Voicemail only
3104,Tallahassee,850,67,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,1,0,7518,No plan
3112,Tallahassee,850,70,no,no,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,1,0,8535,No plan
3113,Tallahassee,850,71,no,no,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,0,0,7034,No plan
3121,Tallahassee,850,73,no,no,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,0,0,7626,No plan
3123,Tallahassee,850,74,no,no,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,1,0,3186,No plan
3124,Tallahassee,850,74,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,3,0,4083,No plan
3129,Tallahassee,850,78,no,yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,2,0,5236,Voicemail only
3131,Tallahassee,850,79,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,3,0,6931,No plan
3135,Tallahassee,850,81,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,3,0,2647,No plan
3137,Tallahassee,850,81,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,1,0,4664,International only
3138,Tallahassee,850,82,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,3,0,4604,International only
3142,Tallahassee,850,83,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,1,0,3561,International only
3144,Tallahassee,850,84,no,yes,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,2,0,1894,Voicemail only
3149,Tallahassee,850,85,no,yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,1,0,6601,Voicemail only
3150,Tallahassee,850,86,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,0,0,7893,No plan
3152,Tallahassee,850,86,no,yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,0,0,3004,Voicemail only
3159,Tallahassee,850,88,no,no,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,1,0,5179,No plan
3160,Tallahassee,850,88,no,no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,1,0,1648,No plan
3163,Tallahassee,850,90,no,no,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,1,0,8817,No plan
3164,Tallahassee,850,90,no,no,0,246.4,83,41.89,160.3,88,13.63,170.9,99,7.69,1,0,9992,No plan
3169,Tallahassee,850,93,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,2,0,7865,No plan
3170,Tallahassee,850,93,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,1,0,3287,Voicemail only
3171,Tallahassee,850,93,no,yes,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,2,0,7709,Voicemail only
3184,Tallahassee,850,101,no,no,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,3,0,1380,No plan
3186,Tallahassee,850,102,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,3,0,9689,International only
3189,Tallahassee,850,103,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,1,0,2805,No plan
3197,Tallahassee,850,106,no,no,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,3,0,3732,No plan
3198,Tallahassee,850,106,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,0,0,2270,Voicemail only
3201,Tallahassee,850,107,no,no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,2,0,2683,No plan
3202,Tallahassee,850,107,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,0,0,2384,No plan
3203,Tallahassee,850,107,no,no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,1,0,6942,No plan
3206,Tallahassee,850,108,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,3,0,2046,No plan
3207,Tallahassee,850,108,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,2,0,9986,No plan
3210,Tallahassee,850,109,no,yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,5,0,9315,Voicemail only
3216,Tallahassee,850,112,no,no,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,3,0,6462,No plan
3217,Tallahassee,850,112,no,yes,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,1,0,5667,Voicemail only
3223,Tallahassee,850,117,no,yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,1,0,5042,Voicemail only
3226,Tallahassee,850,119,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,1,0,4595,No plan
3231,Tallahassee,850,121,no,yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,0,0,5743,Voicemail only
3233,Tallahassee,850,122,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,2,0,2477,No plan
3234,Tallahassee,850,122,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,2,0,3388,No plan
3240,Tallahassee,850,123,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,3,0,8599,No plan
3241,Tallahassee,850,123,no,no,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,2,0,5114,No plan
3246,Tallahassee,850,124,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,3,0,5628,No plan
3252,Tallahassee,850,128,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,0,0,6038,International only
3257,Tallahassee,850,130,no,no,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,2,0,7012,No plan
3264,Tallahassee,850,134,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,1,0,8650,No plan
3265,Tallahassee,850,134,no,no,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,1,0,8598,No plan
3266,Tallahassee,850,134,no,no,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,2,0,2221,No plan
3269,Tallahassee,850,135,no,no,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,1,0,7689,No plan
3272,Tallahassee,850,136,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,1,0,9333,International only
3276,Tallahassee,850,141,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,0,0,1814,No plan
3277,Tallahassee,850,141,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,3,0,7749,No plan
3278,Tallahassee,850,141,no,yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,,0,8583,Voicemail only
3279,Tallahassee,850,142,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,3,0,7895,Voicemail only
3280,Tallahassee,850,143,no,no,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,1,0,1354,No plan
3285,Tallahassee,850,145,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,2,0,4919,Voicemail only
3288,Tallahassee,850,147,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,2,0,7280,Voicemail only
3289,Tallahassee,850,147,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,3,0,5682,International & Voicemail 
3291,Tallahassee,850,148,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,1,0,9364,No plan
3292,Tallahassee,850,148,no,no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,,0,7464,No plan
3293,Tallahassee,850,148,no,no,0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,2,0,3417,No plan
3294,Tallahassee,850,148,no,yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,1,0,4528,Voicemail only
3295,Tallahassee,850,148,no,yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,3,0,9270,Voicemail only
3300,Tallahassee,850,152,no,no,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,1,0,9273,No plan
3302,Tallahassee,850,155,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,2,0,6300,No plan
3303,Tallahassee,850,155,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,2,0,3676,No plan
3305,Tallahassee,850,155,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,1,0,8362,International & Voicemail 
3308,Tallahassee,850,157,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,4,0,9783,No plan
3309,Tallahassee,850,157,no,no,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,2,0,1189,No plan
3310,Tallahassee,850,157,no,no,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,2,0,3257,No plan
3311,Tallahassee,850,158,no,no,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,1,0,6995,No plan
3312,Tallahassee,850,158,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,0,0,5886,No plan
3317,Tallahassee,850,170,no,no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,0,0,4444,No plan
3321,Tallahassee,850,174,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,0,0,5854,No plan
3322,Tallahassee,850,177,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,1,0,9716,No plan
3327,Tallahassee,850,189,no,no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,1,0,2407,No plan
